short_name;value_eur;wage_eur;player_positions;club;id
S. O'Keefe;   375000;  3000;CM, CDM;Gillingham;12953
L. O'Neill;   325000;  2000;RB, RWB;AFC Wimbledon;12954
D. Massey;   270000;  1000;LB;Dundalk;12955
F. Affolter;   325000;  2000;CB;San Jose Earthquakes;12956
A. Falatah;   100000;  3000;LB;Abha Club;12957
Gao Di;   375000;  4000;ST;Shanghai Greenland Shenhua FC;12958
W. Abdullah;   200000;  5000;GK;Al Nassr;12959
Zhang Chi;   270000;  4000;RB, RM;Shandong Luneng TaiShan FC;12960
J. Payne;   375000;  2000;CM, CDM;Crawley Town;12961
A. Wede;   350000;  1000;CM, LM, RM;Falkenbergs FF;12962
L. Legge;   140000;  3000;CB;Port Vale;12963
G. Ingrosso;   300000;  1000;CB, RB;Pisa;12964
J. Hanson;   325000;  3000;ST;Grimsby Town;12965
M. Karlsen;   375000;  1000;ST;Ranheim Fotball;12966
Kim Keun Hoan;   240000;  1000;CDM, CB;Incheon United FC;12967
C. Bone;   350000;  2000;CAM, LM;FC Cincinnati;12968
G. Francomb;   325000;  2000;RB, CB, RM;Crawley Town;12969
J. Taylor;   375000;  3000;CM, CDM;Exeter City;12970
K. Dawson;   350000;  4000;CM, RM;Forest Green Rovers;12971
H. Radetinac;   220000;  2000;RW, LW;Djurgårdens IF;12972
A. Höller;   290000;  4000;RB, RM;SV Mattersburg;12973
R. Padovani;   350000;  1000;CM, CDM;FC Chambly Oise;12974
F. Burmeister;   300000;  1000;CB, CDM;Eintracht Braunschweig;12975
T. Christiansen;   350000;  1000;CM, RM, CAM;Mjøndalen IF;12976
J. Lindberg;   350000;  1000;ST, LM;IK Sirius;12977
K. Mellor;   325000;  4000;RB, CB, RM;Bradford City;12978
Lee Jae Myung;   325000;  2000;LB;Gyeongnam FC;12979
O. Tounkara;   350000;  2000;LM, ST;Astra Giurgiu;12980
G. Gigliotti;   300000;  1000;CB;Crotone;12981
P. Bryła;   350000;  1000;LM, RM;LKS Lodz;12982
N. Jakimovski;   350000;  1000;LM, LB, LW;Trapani;12983
Kim Dong Woo;   270000;  1000;CB;Jeju United FC;12984
Li Jianbin;   300000;  3000;CB, LB;Dalian YiFang FC;12985
Park Gi Dong;   350000;  2000;ST;Daegu FC;12986
D. Bowles;   325000;  1000;CB, RB;Brisbane Roar;12987
C. McCormack;   325000;  1000;CDM, CM;Cork City;12988
B. Stokke;   375000;  3000;ST;Randers FC;12989
Kim Jun Yub;   325000;  2000;RM, RB, LB;Daegu FC;12990
Cho Ji Hun;   350000;  1000;CM, CDM;Gangwon FC;12991
A. Morgan;   325000;  2000;LB, LWB;Toronto FC;12992
C. Bickel;   375000;  1000;RM, LM;FSV Zwickau;12993
D. Schütz;   375000;  4000;LM, RM;SKN St. Pölten;12994
F. Brügmann;   325000;  1000;RB, LB, LM;MSV Duisburg;12995
Kim Hyo Gi;   290000;  2000;ST;Gyeongnam FC;12996
R. Gaffney;   375000;  5000;ST;Salford City;12997
M. Broberg;   375000;  1000;CM, ST, RM;Örebro SK;12998
P. Diouf;   350000;  1000;ST;Kalmar FF;12999
J. Blomberg;   280000;  1000;CM, RWB;GIF Sundsvall;13000
Chen Zhizhao;   325000;  3000;CM, CAM, LW;Guangzhou R&F FC;13001
Kim Kyung Jung;   375000;  1000;LW, LM, RM;Sangju Sangmu FC;13002
C. Dobnik;   220000;  2000;GK;Wolfsberger AC;13003
H. Sulaimani;        0;  5000;LB;Al Ahli;13004
K. Al Zealaiy;   290000;  4000;CAM, RM, LM;Abha Club;13005
S. Al Qumayzi;   325000;  5000;RB;Ettifaq FC;13006
A. Al Kassar;   270000;  4000;GK;Al Faisaly;13007
D. Rose;   325000;  4000;CM, CDM;Swindon Town;13008
Didac;   375000;  2000;CM;Politehnica Iaşi;13009
M. Scholz;   240000;  1000;GK;SV Waldhof Mannheim;13010
M. Bouziane;   375000;  1000;RM, ST;SV Waldhof Mannheim;13011
G. Gope-Fenepej;   350000;  1000;RM;Le Mans FC;13012
M. Abusabaan;   350000;  5000;CM, CDM, CAM;Damac FC;13013
Han Kook Young;   350000;  1000;CM, CDM;Gangwon FC;13014
N. Al Subhi;   300000;  4000;CB;Al Fayha;13015
M. Rigione;   325000;  1000;CB;Chievo Verona;13016
S. Amro;   300000;  5000;LB, LWB;Al Wehda;13017
G. Cvijanović;   290000;  2000;CAM, CM;Arka Gdynia;13018
M. Al Thmali;   375000;  5000;CAM, CDM, CM;Al Faisaly;13019
E. Hurtado;   375000;  2000;ST, RW;Sporting Kansas City;13020
C. Amaya;   375000;  1000;ST, RM;Deportivo Pasto;13021
J. Escobar;   240000;  1000;GK;Jaguares de Córdoba;13022
M. Velásquez;   270000;  1000;CB;CD Everton de Viña del Mar;13023
I. Quílez;   300000;  3000;RB, RM;Central Córdoba;13024
K. Mensah;   325000;  4000;RB, ST, RW;Brøndby IF;13025
O. Lund;   325000;  3000;CB, RWB;Odense Boldklub;13026
K. Pallesen;   300000;  3000;RB;Aalborg BK;13027
L. Pérez;   375000;  1000;ST;Cosenza;13028
S. Molina;   375000;  1000;CM, CDM;Crotone;13029
L. Nizzetto;   220000;  1000;CM, CAM;Virtus Entella;13030
M. Hamzi;   375000;  3000;RM, LM;Al Hazem;13031
D. Björnquist;   290000;  1000;RWB, RB;Örebro SK;13032
S. Mensiro;   300000;  1000;CB, RWB;Östersunds FK;13033
L. Mulholland;   350000;  2000;CM, CDM;Real Salt Lake;13034
Zhou Yun;   325000;  4000;RB, LB;Jiangsu Suning FC;13035
Yang Xiaotian;   300000;  4000;LB;Jiangsu Suning FC;13036
Zhu Baojie;   350000;  3000;LM, CM;Beijing Renhe FC;13037
Jin Taiyan;   300000;  4000;LB, CM, RB;Beijing Sinobo Guoan FC;13038
W. Torres;   110000;  1000;CB;Coquimbo Unido;13039
E. Marxen;   325000;  3000;CB, LB;Randers FC;13040
S. Dooley;   375000;  1000;LM, RM;Rochdale;13041
Li Yunqiu;   325000;  3000;RB, LB;Shanghai Greenland Shenhua FC;13042
Tang Jiashu;   325000;  2000;CB, CDM, RB;Chongqing Dangdai Lifan FC SWM Team;13043
Wang Jie;   300000;  4000;CB;Tianjin Quanjian FC;13044
Costa Ferreira;   375000;  4000;CAM, CM, RM;Lecce;13045
A. Kanno;   300000;  4000;CB, RB;Al Fayha;13046
A. Awaji;   350000;  8000;LM, RM, ST;Al Ahli;13047
U. Korun;   240000;  2000;CB;Piast Gliwice;13048
Carlos Travisso;   100000;  1000;GK;Goiás;13049
Luis Paezinho;   110000;  5000;CB, LB;Santos;13050
Fabiem Jardim;   160000;  2000;CAM;Fortaleza;13051
Josi Mouraldo;   375000;  3000;CAM;Atlético Paranaense;13052
Maicon Sampinho;   400000;  4000;ST, CF, RW;Chapecoense;13053
A. Al Zain;   375000;  4000;RM, LM;Al Raed;13054
K. Al Barakah;   325000;  7000;LB, CB;Al Ahli;13055
Chi Wenyi;   240000;  2000;GK;Hebei China Fortune FC;13056
K. Seki;   200000;  1000;GK;Vegalta Sendai;13057
K. Oiwa;   300000;  1000;CB;Vegalta Sendai;13058
S. Tomita;   220000;  1000;CM, CDM;Vegalta Sendai;13059
D. Niwa;   170000;  2000;CB, RB;FC Tokyo;13060
T. Marutani;   300000;  1000;CDM, CM;Oita Trinita;13061
M. Fujita;   170000;  1000;RB;Sagan Tosu;13062
S. Morishita;   170000;  2000;CB;Júbilo Iwata;13063
Y. Iwakami;   350000;  1000;RM, CAM, CM;Matsumoto Yamaga;13064
T. Kanai;   300000;  1000;LB, RB, CB;Sagan Tosu;13065
K. Yoshimoto;   270000;  1000;CB;Shimizu S-Pulse;13066
Li Hang;   325000;  3000;CDM, CM;Wuhan Zall;13067
Sander Asevedo;   100000;  1000;GK;Fortaleza;13068
L. Fosgaard;   290000;  3000;RM, RWB;Lyngby BK;13069
B. Alston;   375000;  2000;RM, CM, CAM;Hamilton Academical FC;13070
B. Al Mutairi;   300000;  4000;LWB;Al Fayha;13071
A. Granlund;   300000;  1000;LWB, CB;Örebro SK;13072
Felipe Soldivia;   325000;  3000;CAM, CM;Ceará Sporting Club;13073
L. Cardoza;   140000;  1000;CB;Atlético Huila;13074
T. Shimakawa;   325000;  1000;CDM, CM;Oita Trinita;13075
M. Musaka;   375000;  1000;CM, CDM;Shimizu S-Pulse;13076
G. Matei;   300000;  1000;RB;Academica Clinceni;13077
B. Bye;   350000;  1000;RW, RM, ST;Kristiansund BK;13078
R. Minor;   270000;  2000;CB;Hobro IK;13079
D. Newton;   375000;  3000;ST;Stevenage;13080
M. Gebers;   170000;  1000;CB, CDM;SV Meppen;13081
M. Nardi;   220000;  6000;GK;Parma;13082
T. Broadbent;   325000;  3000;CB;Swindon Town;13083
R. Cardozo;   250000;  1000;GK;Jaguares de Córdoba;13084
Tian Yinong;   375000;  4000;CM, CDM;Jiangsu Suning FC;13085
D. Grubb;   375000;  4000;LM;Forest Green Rovers;13086
E. Valla Dønnem;   325000;  1000;CDM, CM;Ranheim Fotball;13087
R. Frantsen;   325000;  2000;RB, RM, ST;AC Horsens;13088
S. Abraham;   375000;  1000;CAM, CF;IFK Göteborg;13089
L. Alzugaray;   350000;  3000;CAM, LM;Central Córdoba;13090
C. Sierra;   325000;  1000;CDM, CM;América de Cali;13091
Y. Hashiuchi;   270000;  1000;CB, RB, RM;Matsumoto Yamaga;13092
K. Mitsuhira;   325000;  1000;CF;Oita Trinita;13093
M. Miyasaka;   325000;  1000;CDM, CM;Matsumoto Yamaga;13094
N. Urata;   300000;  1000;CB;Matsumoto Yamaga;13095
M. Leca;   325000;  1000;CB;Chindia Târgovişte;13096
M. Mihalache;   140000;  2000;CB, RB;Politehnica Iaşi;13097
B. Santelli;   375000;  1000;LW, LM, ST;FC Chambly Oise;13098
Pirulo;   375000;  1000;LM, RM;LKS Lodz;13099
R. Patriche;   170000;  1000;CB;Academica Clinceni;13100
L. Katnik;   375000;  3000;ST;WSG Tirol;13101
P. Koronkiewicz;   325000;  1000;RB, RW;Viktoria Köln;13102
P. Bhatt;        0;     0;ST;India;13103
B. Raj;        0;     0;RB;India;13104
K. Hoever;   625000;  1000;RB, CB;Liverpool;13105
B. Gilmour;   675000;  5000;CM, CAM;Chelsea;13106
R. Quirynen;   625000;  1000;RB, LB;Royal Antwerp FC;13107
A. Zagre;   625000;  1000;LB;Paris Saint-Germain;13108
A. Amaya;   625000;  1000;RM, ST;Atlético Huila;13109
Obama;   650000;  3000;ST, LM;RC Celta;13110
M. Roffo;   550000;  1000;GK;Boca Juniors;13111
R. Griffiths;   650000;  7000;ST;Olympique Lyonnais;13112
L. Connell;   625000;  3000;CM, LM;Celtic;13113
A. Lottin;   600000;  1000;CM;FC Girondins de Bordeaux;13114
Marc Aguado;   650000;  1000;CM;Real Zaragoza;13115
F. Nmecha;   625000;  6000;CAM, CM;Manchester City;13116
Altube;   550000;  6000;GK;Real Madrid;13117
C. Olses;   525000;  1000;GK;Racing Club;13118
M. Tshibuabua;   550000;  1000;CB;AS Saint-Étienne;13119
A. Rouault;   575000;  1000;CB;Toulouse Football Club;13120
J. Lindsey;   600000;  1000;LB, RB;Sporting Kansas City;13121
F. Hornby;   650000;  8000;ST;Everton;13122
K. Moreno;   575000;  1000;CB;Deportivo Cali;13123
J. David;   625000;  1000;CDM, CB;Hamburger SV;13124
J. Zirkzee;   625000;  1000;ST, CAM, CF;Bayern München II;13125
D. Churlinov;   625000;  2000;LM, LW;1. FC Köln;13126
J. Pourtau;   550000;  1000;GK;Estudiantes de La Plata;13127
A. McDonald;   625000;  1000;RM, CAM, LM;Heart of Midlothian;13128
F. Vera;   650000;  1000;CM;Argentinos Juniors;13129
M. Longstaff;   650000;  4000;CM, CDM;Newcastle United;13130
A. Ndiaye;   650000;  2000;ST, LW, RW;FC Metz;13131
J. López;   650000;  2000;CM, CAM, CDM;Racing Club;13132
B. Fofana;   675000;  7000;LM;Olympique Lyonnais;13133
K. Thuram;   600000;  1000;CDM, CM;OGC Nice;13134
W. Isidor;   625000;  3000;ST;AS Monaco;13135
M. Kapo;   600000;  3000;CDM, CM;Paris Saint-Germain;13136
T. Vlček;   575000;  1000;CB;SK Slavia Praha;13137
M. Taferner;   625000;  1000;CAM, CM;SG Dynamo Dresden;13138
B. Benkhedim;   625000;  2000;CAM, RM;AS Saint-Étienne;13139
N. Shinton;   525000;  1000;GK;Club Brugge KV;13140
M. Aké;   625000;  3000;LW;Olympique de Marseille;13141
Nico Ribaudo;   625000;  2000;CAM, CM;RCD Espanyol;13142
C. Slattery;   675000;  6000;CAM, CM;Southampton;13143
J. Kade;   675000;  5000;CAM, LB;1. FC Union Berlin;13144
S. Sessegnon;   600000;  4000;RB, CB;Fulham;13145
T. Børkeeiet;   650000;  3000;CM, CDM;Brøndby IF;13146
L. Ranieri;   625000;  5000;CB, LB;Fiorentina;13147
A. Barlow;   650000;  1000;CM, LM, CAM;Tromsø IL;13148
A. Adouyev;   675000;  4000;CAM;Montpellier HSC;13149
L. Barreiro Martins;   650000;  3000;CM, CDM;1. FSV Mainz 05;13150
M. Bogusz;   600000;  1000;CAM, CM;Leeds United;13151
J. Chotard;   600000;  1000;CM;Montpellier HSC;13152
L. Bolton;   650000;  2000;RM, CAM;Luton Town;13153
J. Mlakar;   675000;  2000;ST;Queens Park Rangers;13154
A. Pululu;   675000;  4000;ST;FC Basel 1893;13155
D. Emmanouilidis;   625000;  1000;RM, ST;Panathinaikos FC;13156
L. Millar;   650000;  1000;ST, LW;Kilmarnock;13157
J. Mbom;   650000;  1000;CM, RM;KFC Uerdingen 05;13158
J. Kübler;   650000;  1000;CM;FC Carl Zeiss Jena;13159
P. Pfeiffer;   600000;  2000;CB, LB;SV Darmstadt 98;13160
D. Philipp;   650000;  3000;CAM, RM;SV Werder Bremen;13161
A. Opoku;   675000;  1000;LM, RM, CAM;FC Hansa Rostock;13162
D. Horkaš;   575000;  1000;GK;Dinamo Zagreb;13163
F. Becker;   650000;  2000;CM;FC St. Pauli;13164
B. Anderson;   675000;  1000;ST;Aberdeen;13165
M. Bidstrup;   625000;  3000;CM;RB Leipzig;13166
O. Fernandez;   675000;  1000;CAM, LM;New York Red Bulls;13167
S. Haji;   650000;  1000;CAM, RM;San Jose Earthquakes;13168
F. Amaya;   625000;  1000;CAM, CM;FC Cincinnati;13169
V. Bondar;   625000;  1000;CB;Shakhtar Donetsk;13170
A. Șerban;   625000;  1000;RM;Chindia Târgovişte;13171
I. Jakobs;   600000;  2000;LB, LM;1. FC Köln;13172
D. Salazar;   675000;  1000;ST;CD O'Higgins;13173
D. Keillor-Dunn;   675000;  1000;LM;Ross County FC;13174
T. Kehinde;   675000;  2000;LM, CM;Randers FC;13175
J. Strand Larsen;   650000;  1000;ST;Sarpsborg 08 FF;13176
T. Müsel;   650000;  3000;ST;Borussia Mönchengladbach;13177
J. Villalba;   675000;  4000;ST;Borussia Mönchengladbach;13178
M. Gabbia;   600000;  3000;CB;Milan;13179
A. Toufiqui;   650000;  8000;CM, CAM;Paris Saint-Germain;13180
T. Al Ammar;   650000;  3000;CM, CDM;Al Shabab;13181
D. Otto;   675000;  2000;ST;1. FC Heidenheim 1846;13182
H. Marcelin;   600000;  1000;CB;AJ Auxerre;13183
N. Ofoborh;   650000;  6000;CM, CDM;Bournemouth;13184
A. Buongiorno;   625000;  5000;LB, CB;Torino;13185
A. Racioppi;   575000;  5000;GK;Olympique Lyonnais;13186
Pol Lozano;   650000;  3000;CM;RCD Espanyol;13187
M. Trovato;   675000;  1000;RW, CAM, CM;Cosenza;13188
E. Destanoglu;   525000;  1000;GK;Beşiktaş JK;13189
M. Ross;   575000;  1000;CB;Aalborg BK;13190
R. Tugarev;   675000;  1000;LM;Lokomotiv Moscow;13191
I. Chouaref;   625000;  1000;CAM, LW;La Berrichonne de Châteauroux;13192
A. Keita;   600000;  1000;CB, LB;Columbus Crew SC;13193
A. Schäfer;   675000;  2000;LM, CM;Genoa;13194
O. Horșia;   625000;  1000;CAM;Politehnica Iaşi;13195
T. Coulibaly;   625000;  2000;LW, RW, CF;VfB Stuttgart;13196
H. Mbock;   650000;  2000;CM;Stade Brestois 29;13197
Fer Niño;   625000;  2000;ST;Villarreal CF;13198
K. Lleshi;   625000;  1000;CDM, CB;CF Fuenlabrada;13199
B. Ashley-Seal;   675000; 10000;ST;Wolverhampton Wanderers;13200
M. Doucouré;   625000;  3000;CB;Borussia Mönchengladbach;13201
D. Smarsch;   575000;  2000;GK;Hertha BSC;13202
F. Mayer;   625000;  3000;CB;Borussia Mönchengladbach;13203
M. Zemzemi;   650000;  3000;LM, RM;RC Strasbourg Alsace;13204
G. Simeone;   675000;  2000;ST, CF;Gimnasia y Esgrima La Plata;13205
J. De Busser;   550000;  1000;GK;KAA Gent;13206
J. Vásquez;   625000;  5000;CB;Monterrey;13207
Baselga;   675000;  2000;ST, RW;Real Zaragoza;13208
R. Uldrikis;   675000;  5000;ST;FC Sion;13209
A. Çelebi;   625000;  2000;CB;Kayserispor;13210
Vinicius;   575000;  3000;GK;Bologna;13211
Dani Sandoval;   675000;  3000;LM, RM;Levante UD;13212
O. Valakari;   650000;  1000;CM, CAM;Tromsø IL;13213
Jorge Mier;   625000;  1000;RB;Real Oviedo;13214
C. Mamengi;   575000;  1000;CB;FC Utrecht;13215
Meseguer;   600000;  1000;LB, CB, RB;Rayo Vallecano;13216
H. Abdelli;   650000;  1000;CAM;Le Havre AC;13217
D. Ciobotariu;   625000;  1000;CB;Dinamo Bucureşti;13218
T. Ostrak;   650000;  1000;CAM;TSV Hartberg;13219
L. Carnot;   625000;  1000;CAM, CM;En Avant de Guingamp;13220
A. Mățan;   650000;  1000;CAM, LW;FC Viitorul;13221
M. Gjira;   625000;  1000;CDM, LB;Dinamo Zagreb;13222
V. Ozornwafor;   625000;  7000;CB;Galatasaray SK;13223
O. Diakité;   600000;  1000;CDM, CAM, CM;SCR Altach;13224
M. Sitti;   625000;  1000;CDM;FC Sochaux-Montbéliard;13225
A. Frizzell;   575000;  1000;CAM, CM, RM;Kilmarnock;13226
K. Kairinen;   575000;  1000;CM;HJK Helsinki;13227
P. Kalambayi;   525000;  1000;CB;AFC Wimbledon;13228
B. Lubala;   575000;  2000;RM;Crawley Town;13229
M. Sørensen;   550000;  5000;CB;Brentford;13230
A. Carleton;   575000;  1000;LM, RM, ST;Atlanta United;13231
S. Sidler;   525000;  2000;LB;FC Luzern;13232
C. Zesiger;   550000;  3000;CB, LB;BSC Young Boys;13233
P. López;   575000;  3000;CM;Pachuca;13234
T. Doornbusch;   475000;  1000;GK;SC Heerenveen;13235
V. Gyökeres;   600000;  3000;ST, LM, RM;FC St. Pauli;13236
N. Al Dawsari;   575000;  5000;CM, CDM, CAM;Al Hilal;13237
K. Thorstvedt;   575000;  1000;CM;Viking FK;13238
N. Tiknizyan;   575000;  1000;LM, LB;PFC CSKA Moscow;13239
Y. Tolosa;   575000;  1000;CAM;Deportivo Cali;13240
M. Boudjemaa;   550000;  1000;CDM;En Avant de Guingamp;13241
M. Phaeton;   575000;  1000;ST;En Avant de Guingamp;13242
F. Valietti;   525000;  1000;RB;Virtus Entella;13243
C. Zady Sery;   575000;  1000;LM;AC Ajaccio;13244
J. Sobociński;   550000;  1000;CB;LKS Lodz;13245
R. Zalazar;   550000;  1000;CM;Korona Kielce;13246
Bertín;   575000;  2000;LM;Real Sporting de Gijón;13247
H. Lewis;   450000;  4000;GK;Southampton;13248
S. Ruiz;   500000;  1000;CB, LB;Envigado FC;13249
J. Mosquera;   500000;  1000;CDM;Envigado FC;13250
T. Clarke;   500000;  2000;LB, LM;Rotherham United;13251
V. Cabezas;   450000;  1000;GK;Deportivo Pasto;13252
S. Seddon;   500000;  2000;LWB, LB;Birmingham City;13253
R. Ziegele;   500000;  1000;CB;Eintracht Braunschweig;13254
B. Lozano;   550000;  4000;RW, RM;U.N.A.M.;13255
L. James-Wildin;   500000;  2000;RB, RWB;Stevenage;13256
M. Woud;   450000;  1000;GK;Willem II;13257
L. Matarese;   550000;  1000;LW, LM;Frosinone;13258
I. De Santis;   500000;  1000;CB;Virtus Entella;13259
R. Hernández;   500000;  1000;RB, RM;Stabæk Fotball;13260
D. Mandroiu;   550000;  1000;CAM;Bohemian FC;13261
A. Canbaz;   550000;  4000;CAM, LM;Trabzonspor;13262
Callejón;   525000;  1000;CM, CDM;UD Almería;13263
S. Farhan;   500000;  3000;CDM;Al Raed;13264
J. Méndez;   550000;  3000;RW, LW, CM;Club Atlético Talleres;13265
Borja Llarena;   550000;  2000;ST, RW, LW;CD Tenerife;13266
Y. Sugawara;   475000;  1000;RB, CB;AZ Alkmaar;13267
W. Alarcón;   500000;  1000;CM;Colo-Colo;13268
D. Kopacz;   550000;  1000;CAM, LW;Górnik Zabrze;13269
Alberto Espeso;   500000;  1000;LB;Real Sporting de Gijón;13270
M. López;   475000;  1000;LB;San Jose Earthquakes;13271
D. Hernández;   525000;  2000;LW;Atlético de San Luis;13272
T. Ortíz;   525000;  1000;CAM, CM;Defensa y Justicia;13273
Iván Martín;   550000;  4000;CAM, CM;Villarreal CF;13274
J. Benson;   525000;  3000;CM;Burnley;13275
A. Rațiu;   500000;  3000;RB;Villarreal CF;13276
A. Mohamed;   500000;  4000;RB;Olympique de Marseille;13277
M. Toscano;   500000;  1000;CDM;Virtus Entella;13278
J. Sinclair;   525000;  2000;ST, RW;VVV-Venlo;13279
C. Humphreys-Grant;   475000;  2000;CB;SV Zulte-Waregem;13280
M. Egbo;   475000;  2000;RB;SV Darmstadt 98;13281
F. Sierralta;   475000;  2000;RB, CB;Udinese;13282
G. Edmundson;   475000;  6000;CB;Rangers FC;13283
B. Haunstrup;   475000;  2000;LB, LWB;Portsmouth;13284
Hugo Rama;   525000;  2000;CAM, CM;CD Lugo;13285
T. Buhagiar;   525000;  2000;RW, CAM;Sydney FC;13286
M. Al Mufarrij;   475000;  5000;CB, CDM;Al Hilal;13287
D. Leahy;   475000;  1000;LB, CB;Bohemian FC;13288
L. Germoni;   475000;  1000;LB;Castellammare di Stabia;13289
M. Mangraviti;   475000;  2000;CB, CDM;Brescia;13290
N. Barona;   525000;  1000;LM;La Equidad;13291
M. Madsen;   525000;  2000;CM, CDM, CAM;Silkeborg IF;13292
Giovanni;   525000;  2000;ST, RM;CD Tenerife;13293
F. Baak;   475000;  3000;CB;Hertha BSC;13294
L. Bengtsson;   525000;  1000;LM;Hammarby IF;13295
A. Dobre;   525000;  7000;LM, LW;Bournemouth;13296
M. Olosunde;   475000;  2000;RB, CB, LB;Rotherham United;13297
S. Ambri;   525000;  1000;ST;Valenciennes FC;13298
R. Schlegel;   475000;  3000;CB;Racing Club;13299
J. Wehrmann;   525000;  2000;CM;Feyenoord;13300
D. Camacho;   525000;  1000;RM;La Equidad;13301
G. Collao;   425000;  1000;GK;Universidad de Chile;13302
J. Osabutey;   525000;  2000;ST, LW;Royal Excel Mouscron;13303
J. Vollert;   475000;  1000;CB, CDM;Hallescher FC;13304
A. Khammas;   475000;  2000;LB;KRC Genk;13305
E. Abouchabaka;   500000;  1000;CAM;SpVgg Greuther Fürth;13306
S. Ahmed-Kadi;   525000;  1000;RW, LW;US Salernitana 1919;13307
N. Zanellato;   525000;  1000;CM;Crotone;13308
B. Williams;   475000;  2000;LB;Barnsley;13309
O. Kwabena;   525000;  4000;LM, RM, ST;CD Leganés;13310
N. Díaz;   475000;  1000;CB, RB;CD Palestino;13311
N. Carnat;   525000;  2000;RM, ST;Sepsi OSK;13312
L. Dietz;   475000;  1000;CDM, CB;Viktoria Köln;13313
San Román;   425000;  1000;GK;Elche CF;13314
F. Hörberg;   525000;  1000;RM, RWB;Östersunds FK;13315
J. Bursztyn;   425000;  1000;GK;Pogoń Szczecin;13316
T. Isherwood;   475000;  1000;CB;Östersunds FK;13317
M. Gonçalves;   425000;  1000;LB;Toulouse Football Club;13318
K. Çelik;   500000;  2000;ST;Kayserispor;13319
F. Pérez;   525000;  2000;ST;Club Atlético Aldosivi;13320
J. Koffi;   525000;  1000;CAM, CM;New York Red Bulls;13321
Pablo;   475000;  1000;LB;CD Lugo;13322
M. Donato;   525000;  3000;ST;Club Atlético Lanús;13323
J. Carls;   475000;  4000;LB, LWB;FC Schalke 04;13324
A. Szőke;   525000;  1000;CAM, ST;Heracles Almelo;13325
A. Sagna;   525000;  3000;RW, LW;Club Brugge KV;13326
Ballarin;   525000;  1000;ST;SD Huesca;13327
Diogo Almeida;   500000;  1000;ST;FC Paços de Ferreira;13328
V. Myhra;   375000;  1000;GK;Strømsgodset IF;13329
J. Rossiter;   475000;  2000;CM, CDM;Fleetwood Town;13330
A. Phillips;   475000;  5000;CM;Burnley;13331
J. Talbot;   375000;  1000;GK;Bohemian FC;13332
S. Polat;   450000;  3000;RB;Atiker Konyaspor;13333
R. Renteria;   450000;  1000;CB;Deportivo Cali;13334
E. List;   500000;  2000;ST, RM, LM;Gillingham;13335
A. Lajami;   450000;  4000;CB, CDM;Al Fateh;13336
A. Zendejas;   375000;  1000;GK;Sporting Kansas City;13337
E. Wekesser;   500000;  2000;ST; SSV Jahn Regensburg;13338
C. Ogbene;   500000;  7000;LW, ST;Brentford;13339
E. Riis;   500000;  2000;ST;Randers FC;13340
Jaime Pinto;   500000;  2000;RW;Rio Ave FC;13341
J. Shipley;   500000;  2000;LM, CM;Coventry City;13342
L. Sernicola;   450000;  1000;LB;Virtus Entella;13343
K. Riis;   450000;  3000;CB;FC Midtjylland;13344
T. Krapikas;   400000;  1000;GK;Spezia;13345
Javi Benítez;   375000;  1000;GK;Real Sporting de Gijón;13346
André Teles;   450000;  2000;CDM;Clube Sport Marítimo;13347
A. Sissako;   475000;  1000;CM, CDM;La Berrichonne de Châteauroux;13348
