ls;st;rs;lw;lf;cf;rf;rw;lam;cam;ram;lm;lcm;cm;rcm;rm;lwb;ldm;cdm;rdm;rwb;lb;lcb;cb;rcb;rb;gk
51;51;51;56;53;53;53;56;55;55;55;58;55;55;55;58;60;58;58;58;60;59;58;58;58;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
51;51;51;55;53;53;53;55;55;55;55;57;56;56;56;57;60;59;59;59;60;59;58;58;58;59; 0
43;43;43;43;42;42;42;43;42;42;42;44;44;44;44;44;55;54;54;54;55;57;60;60;60;57; 0
57;57;57;60;58;58;58;60;58;58;58;60;54;54;54;60;51;48;48;48;51;48;43;43;43;48; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
44;44;44;43;42;42;42;43;43;43;43;45;46;46;46;45;53;55;55;55;53;55;60;60;60;55; 0
48;48;48;49;49;49;49;49;51;51;51;51;55;55;55;51;57;60;60;60;57;57;60;60;60;57; 0
45;45;45;45;45;45;45;45;45;45;45;48;48;48;48;48;55;55;55;55;55;56;60;60;60;56; 0
59;59;59;57;58;58;58;57;56;56;56;54;47;47;47;54;40;37;37;37;40;39;36;36;36;39; 0
43;43;43;40;40;40;40;40;40;40;40;42;43;43;43;42;52;54;54;54;52;55;60;60;60;55; 0
52;52;52;57;56;56;56;57;58;58;58;59;60;60;60;59;59;59;59;59;59;58;55;55;55;58; 0
41;41;41;38;39;39;39;38;39;39;39;42;43;43;43;42;53;54;54;54;53;55;60;60;60;55; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
50;50;50;54;52;52;52;54;52;52;52;55;53;53;53;55;60;57;57;57;60;60;57;57;57;60; 0
42;42;42;40;40;40;40;40;39;39;39;42;42;42;42;42;53;52;52;52;53;56;59;59;59;56; 0
43;43;43;40;40;40;40;40;41;41;41;44;47;47;47;44;55;57;57;57;55;56;59;59;59;56; 0
39;39;39;35;35;35;35;35;37;37;37;39;44;44;44;39;52;55;55;55;52;54;59;59;59;54; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
47;47;47;52;50;50;50;52;52;52;52;55;54;54;54;55;59;58;58;58;59;60;60;60;60;60; 0
40;40;40;40;39;39;39;40;41;41;41;43;46;46;46;43;52;55;55;55;52;54;60;60;60;54; 0
56;56;56;60;58;58;58;60;58;58;58;60;51;51;51;60;47;42;42;42;47;44;36;36;36;44; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
48;48;48;46;46;46;46;46;48;48;48;50;52;52;52;50;57;58;58;58;57;57;60;60;60;57; 0
58;58;58;60;59;59;59;60;59;59;59;61;59;59;59;61;62;62;62;62;62;62;62;62;62;62; 0
41;41;41;34;36;36;36;34;37;37;37;35;42;42;42;35;47;53;53;53;47;50;60;60;60;50; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
52;52;52;54;52;52;52;54;53;53;53;56;54;54;54;56;60;58;58;58;60;60;58;58;58;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
55;55;55;61;59;59;59;61;60;60;60;60;54;54;54;60;49;46;46;46;49;47;40;40;40;47; 0
58;58;58;59;59;59;59;59;60;60;60;60;56;56;56;60;46;46;46;46;46;43;39;39;39;43; 0
48;48;48;55;52;52;52;55;52;52;52;57;52;52;52;57;61;55;55;55;61;60;55;55;55;60; 0
56;56;56;56;56;56;56;56;57;57;57;57;59;59;59;57;60;62;62;62;60;61;61;61;61;61; 0
57;57;57;56;57;57;57;56;58;58;58;58;59;59;59;58;59;62;62;62;59;60;61;61;61;60; 0
41;41;41;37;38;38;38;37;37;37;37;39;41;41;41;39;51;51;51;51;51;54;59;59;59;54; 0
50;50;50;44;47;47;47;44;46;46;46;46;48;48;48;46;53;55;55;55;53;55;60;60;60;55; 0
46;46;46;50;46;46;46;50;47;47;47;52;48;48;48;52;59;55;55;55;59;60;58;58;58;60; 0
54;54;54;56;57;57;57;56;58;58;58;58;59;59;59;58;56;58;58;58;56;55;56;56;56;55; 0
58;58;58;59;58;58;58;59;59;59;59;60;57;57;57;60;54;52;52;52;54;53;49;49;49;53; 0
44;44;44;42;41;41;41;42;41;41;41;44;46;46;46;44;57;57;57;57;57;59;64;64;64;59; 0
52;52;52;55;53;53;53;55;54;54;54;56;54;54;54;56;59;58;58;58;59;59;57;57;57;59; 0
52;52;52;56;56;56;56;56;57;57;57;57;58;58;58;57;59;60;60;60;59;59;60;60;60;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
57;57;57;60;59;59;59;60;59;59;59;59;53;53;53;59;46;42;42;42;46;43;37;37;37;43; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
54;54;54;56;56;56;56;56;57;57;57;57;58;58;58;57;59;59;59;59;59;59;58;58;58;59; 0
59;59;59;60;61;61;61;60;59;59;59;58;52;52;52;58;49;46;46;46;49;48;43;43;43;48; 0
52;52;52;58;55;55;55;58;55;55;55;60;54;54;54;60;60;56;56;56;60;59;56;56;56;59; 0
58;58;58;60;59;59;59;60;60;60;60;60;56;56;56;60;52;50;50;50;52;49;45;45;45;49; 0
57;57;57;60;60;60;60;60;59;59;59;60;54;54;54;60;47;41;41;41;47;44;34;34;34;44; 0
60;60;60;56;58;58;58;56;57;57;57;55;52;52;52;55;42;43;43;43;42;41;41;41;41;41; 0
59;59;59;52;55;55;55;52;52;52;52;51;47;47;47;51;39;39;39;39;39;38;40;40;40;38; 0
55;55;55;60;59;59;59;60;59;59;59;60;54;54;54;60;49;45;45;45;49;46;37;37;37;46; 0
56;56;56;59;58;58;58;59;58;58;58;60;54;54;54;60;48;45;45;45;48;45;40;40;40;45; 0
53;53;53;60;57;57;57;60;57;57;57;59;52;52;52;59;51;46;46;46;51;49;41;41;41;49; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
53;53;53;56;53;53;53;56;53;53;53;57;54;54;54;57;60;58;58;58;60;60;59;59;59;60; 0
54;54;54;59;57;57;57;59;57;57;57;60;54;54;54;60;50;47;47;47;50;47;42;42;42;47; 0
49;49;49;51;49;49;49;51;49;49;49;53;50;50;50;53;59;56;56;56;59;59;59;59;59;59; 0
54;54;54;57;55;55;55;57;54;54;54;58;53;53;53;58;59;54;54;54;59;60;55;55;55;60; 0
51;51;51;58;55;55;55;58;59;59;59;59;60;60;60;59;60;60;60;60;60;59;58;58;58;59; 0
46;46;46;44;45;45;45;44;46;46;46;47;51;51;51;47;54;57;57;57;54;55;60;60;60;55; 0
60;60;60;54;56;56;56;54;54;54;54;53;50;50;50;53;51;52;52;52;51;53;56;56;56;53; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
59;59;59;62;60;60;60;62;61;61;61;62;56;56;56;62;53;49;49;49;53;51;46;46;46;51; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
40;40;40;34;34;34;34;34;34;34;34;37;40;40;40;37;51;53;53;53;51;54;60;60;60;54; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
59;59;59;58;58;58;58;58;55;55;55;57;49;49;49;57;46;42;42;42;46;46;41;41;41;46; 0
46;46;46;50;49;49;49;50;51;51;51;52;53;53;53;52;59;60;60;60;59;59;61;61;61;59; 0
40;40;40;39;39;39;39;39;40;40;40;42;45;45;45;42;53;55;55;55;53;55;60;60;60;55; 0
44;44;44;42;42;42;42;42;43;43;43;44;47;47;47;44;53;56;56;56;53;55;60;60;60;55; 0
52;52;52;51;52;52;52;51;52;52;52;52;55;55;55;52;58;59;59;59;58;58;59;59;59;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
45;45;45;42;42;42;42;42;43;43;43;44;46;46;46;44;52;55;55;55;52;54;59;59;59;54; 0
60;60;60;62;60;60;60;62;59;59;59;61;53;53;53;61;47;42;42;42;47;44;38;38;38;44; 0
57;57;57;57;58;58;58;57;58;58;58;59;60;60;60;59;59;59;59;59;59;58;57;57;57;58; 0
59;59;59;63;62;62;62;63;62;62;62;63;61;61;61;63;61;59;59;59;61;60;57;57;57;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
48;48;48;56;52;52;52;56;55;55;55;57;54;54;54;57;60;58;58;58;60;60;58;58;58;60; 0
60;60;60;56;58;58;58;56;57;57;57;56;55;55;55;56;52;53;53;53;52;52;54;54;54;52; 0
50;50;50;54;51;51;51;54;51;51;51;56;52;52;52;56;61;58;58;58;61;61;60;60;60;61; 0
57;57;57;61;59;59;59;61;59;59;59;60;54;54;54;60;47;44;44;44;47;45;39;39;39;45; 0
49;49;49;52;50;50;50;52;51;51;51;54;52;52;52;54;59;57;57;57;59;60;59;59;59;60; 0
56;56;56;60;59;59;59;60;59;59;59;59;54;54;54;59;46;44;44;44;46;43;37;37;37;43; 0
48;48;48;49;49;49;49;49;51;51;51;51;52;52;52;51;55;57;57;57;55;56;59;59;59;56; 0
47;47;47;51;49;49;49;51;48;48;48;52;49;49;49;52;59;56;56;56;59;60;61;61;61;60; 0
58;58;58;59;59;59;59;59;59;59;59;60;56;56;56;60;52;51;51;51;52;50;49;49;49;50; 0
60;60;60;60;61;61;61;60;60;60;60;58;52;52;52;58;40;38;38;38;40;38;34;34;34;38; 0
37;37;37;33;33;33;33;33;32;32;32;34;36;36;36;34;48;50;50;50;48;51;59;59;59;51; 0
51;51;51;54;52;52;52;54;53;53;53;56;54;54;54;56;60;58;58;58;60;60;58;58;58;60; 0
59;59;59;58;60;60;60;58;59;59;59;56;51;51;51;56;40;38;38;38;40;38;35;35;35;38; 0
55;55;55;60;58;58;58;60;57;57;57;60;52;52;52;60;48;43;43;43;48;44;35;35;35;44; 0
55;55;55;60;59;59;59;60;60;60;60;60;58;58;58;60;53;52;52;52;53;51;47;47;47;51; 0
54;54;54;58;57;57;57;58;59;59;59;59;59;59;59;59;59;59;59;59;59;58;55;55;55;58; 0
58;58;58;60;59;59;59;60;58;58;58;59;53;53;53;59;47;43;43;43;47;45;38;38;38;45; 0
51;51;51;51;53;53;53;51;54;54;54;54;59;59;59;54;58;63;63;63;58;58;61;61;61;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
59;59;59;51;54;54;54;51;51;51;51;51;50;50;50;51;43;46;46;46;43;42;48;48;48;42; 0
49;49;49;47;49;49;49;47;50;50;50;49;53;53;53;49;52;58;58;58;52;53;59;59;59;53; 0
54;54;54;59;58;58;58;59;58;58;58;60;55;55;55;60;58;52;52;52;58;57;47;47;47;57; 0
59;59;59;61;61;61;61;61;61;61;61;60;60;60;60;60;53;53;53;53;53;52;49;49;49;52; 0
60;60;60;58;59;59;59;58;59;59;59;58;60;60;60;58;58;60;60;60;58;58;60;60;60;58; 0
53;53;53;54;54;54;54;54;55;55;55;56;58;58;58;56;59;62;62;62;59;59;63;63;63;59; 0
58;58;58;60;59;59;59;60;59;59;59;59;58;58;58;59;59;58;58;58;59;58;57;57;57;58; 0
50;50;50;53;51;51;51;53;51;51;51;54;53;53;53;54;60;58;58;58;60;60;60;60;60;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
59;59;59;58;59;59;59;58;59;59;59;59;59;59;59;59;58;58;58;58;58;58;58;58;58;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
39;39;39;40;40;40;40;40;42;42;42;44;47;47;47;44;53;55;55;55;53;54;59;59;59;54; 0
53;53;53;56;55;55;55;56;57;57;57;57;58;58;58;57;60;60;60;60;60;60;59;59;59;60; 0
46;46;46;47;46;46;46;47;48;48;48;48;51;51;51;48;55;57;57;57;55;56;60;60;60;56; 0
56;56;56;58;58;58;58;58;59;59;59;59;60;60;60;59;59;60;60;60;59;58;57;57;57;58; 0
54;54;54;55;55;55;55;55;56;56;56;56;59;59;59;56;57;59;59;59;57;56;58;58;58;56; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
59;59;59;61;60;60;60;61;58;58;58;60;55;55;55;60;54;50;50;50;54;52;48;48;48;52; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
60;60;60;61;60;60;60;61;60;60;60;61;57;57;57;61;54;52;52;52;54;52;49;49;49;52; 0
59;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;58;59;59;59;58;58;59;59;59;58; 0
51;51;51;47;46;46;46;47;45;45;45;49;49;49;49;49;58;56;56;56;58;58;60;60;60;58; 0
49;49;49;51;50;50;50;51;52;52;52;53;55;55;55;53;57;59;59;59;57;58;59;59;59;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
60;60;60;60;60;60;60;60;60;60;60;60;57;57;57;60;53;54;54;54;53;52;53;53;53;52; 0
51;51;51;54;52;52;52;54;53;53;53;55;54;54;54;55;59;58;58;58;59;59;61;61;61;59; 0
53;53;53;54;53;53;53;54;54;54;54;55;57;57;57;55;59;60;60;60;59;59;60;60;60;59; 0
52;52;52;59;57;57;57;59;57;57;57;59;53;53;53;59;51;45;45;45;51;48;38;38;38;48; 0
56;56;56;61;59;59;59;61;58;58;58;60;52;52;52;60;48;43;43;43;48;45;37;37;37;45; 0
60;60;60;55;58;58;58;55;56;56;56;54;53;53;53;54;48;50;50;50;48;48;51;51;51;48; 0
62;62;62;60;60;60;60;60;60;60;60;60;60;60;60;60;61;61;61;61;61;61;62;62;62;61; 0
58;58;58;61;60;60;60;61;61;61;61;61;60;60;60;61;56;55;55;55;56;54;52;52;52;54; 0
57;57;57;59;57;57;57;59;57;57;57;59;56;56;56;59;59;57;57;57;59;58;57;57;57;58; 0
61;61;61;60;61;61;61;60;60;60;60;60;59;59;59;60;59;59;59;59;59;59;58;58;58;59; 0
50;50;50;56;53;53;53;56;57;57;57;59;60;60;60;59;62;62;62;62;62;62;60;60;60;62; 0
57;57;57;60;58;58;58;60;58;58;58;59;54;54;54;59;53;49;49;49;53;52;46;46;46;52; 0
53;53;53;54;53;53;53;54;55;55;55;54;56;56;56;54;58;59;59;59;58;58;59;59;59;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
52;52;52;57;54;54;54;57;54;54;54;58;54;54;54;58;61;56;56;56;61;60;54;54;54;60; 0
56;56;56;56;55;55;55;56;54;54;54;57;55;55;55;57;60;58;58;58;60;60;60;60;60;60; 0
60;60;60;57;57;57;57;57;55;55;55;56;50;50;50;56;44;41;41;41;44;42;41;41;41;42; 0
47;47;47;52;49;49;49;52;50;50;50;54;50;50;50;54;59;56;56;56;59;60;58;58;58;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
60;60;60;54;57;57;57;54;55;55;55;52;48;48;48;52;38;39;39;39;38;37;40;40;40;37; 0
59;59;59;54;55;55;55;54;52;52;52;52;45;45;45;52;39;37;37;37;39;38;39;39;39;38; 0
51;51;51;52;52;52;52;52;56;56;56;55;60;60;60;55;57;61;61;61;57;56;59;59;59;56; 0
47;47;47;51;47;47;47;51;46;46;46;51;45;45;45;51;59;53;53;53;59;60;61;61;61;60; 0
58;58;58;58;58;58;58;58;60;60;60;58;60;60;60;58;57;60;60;60;57;56;58;58;58;56; 0
54;54;54;57;57;57;57;57;60;60;60;58;60;60;60;58;54;56;56;56;54;52;51;51;51;52; 0
60;60;60;61;61;61;61;61;61;61;61;61;60;60;60;61;60;60;60;60;60;60;61;61;61;60; 0
47;47;47;42;45;45;45;42;46;46;46;46;51;51;51;46;53;59;59;59;53;54;63;63;63;54; 0
55;55;55;58;57;57;57;58;58;58;58;59;59;59;59;59;60;59;59;59;60;59;57;57;57;59; 0
56;56;56;58;57;57;57;58;58;58;58;60;60;60;60;60;62;61;61;61;62;62;61;61;61;62; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
62;62;62;61;61;61;61;61;60;60;60;60;54;54;54;60;43;43;43;43;43;40;41;41;41;40; 0
58;58;58;60;59;59;59;60;58;58;58;60;52;52;52;60;45;39;39;39;45;42;32;32;32;42; 0
59;59;59;55;56;56;56;55;54;54;54;53;50;50;50;53;45;45;45;45;45;45;47;47;47;45; 0
51;51;51;59;56;56;56;59;57;57;57;59;54;54;54;59;56;51;51;51;56;54;47;47;47;54; 0
56;56;56;57;56;56;56;57;57;57;57;57;57;57;57;57;60;59;59;59;60;60;60;60;60;60; 0
45;45;45;50;48;48;48;50;48;48;48;51;49;49;49;51;59;54;54;54;59;60;58;58;58;60; 0
58;58;58;59;58;58;58;59;57;57;57;59;55;55;55;59;59;56;56;56;59;60;59;59;59;60; 0
55;55;55;55;55;55;55;55;56;56;56;58;60;60;60;58;62;63;63;63;62;63;63;63;63;63; 0
43;43;43;46;45;45;45;46;48;48;48;49;52;52;52;49;56;59;59;59;56;56;59;59;59;56; 0
39;39;39;35;35;35;35;35;36;36;36;38;41;41;41;38;50;53;53;53;50;53;59;59;59;53; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
35;35;35;32;32;32;32;32;35;35;35;35;43;43;43;35;47;55;55;55;47;50;60;60;60;50; 0
37;37;37;32;34;34;34;32;34;34;34;35;39;39;39;35;48;52;52;52;48;50;60;60;60;50; 0
59;59;59;59;58;58;58;59;57;57;57;59;51;51;51;59;44;39;39;39;44;42;35;35;35;42; 0
55;55;55;58;56;56;56;58;55;55;55;59;53;53;53;59;60;54;54;54;60;58;55;55;55;58; 0
60;60;60;54;57;57;57;54;54;54;54;54;49;49;49;54;40;39;39;39;40;37;37;37;37;37; 0
60;60;60;52;55;55;55;52;52;52;52;51;50;50;50;51;47;49;49;49;47;47;51;51;51;47; 0
55;55;55;59;58;58;58;59;59;59;59;59;58;58;58;59;56;55;55;55;56;54;50;50;50;54; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
54;54;54;58;56;56;56;58;57;57;57;60;56;56;56;60;57;53;53;53;57;55;50;50;50;55; 0
57;57;57;60;59;59;59;60;59;59;59;60;55;55;55;60;50;46;46;46;50;48;41;41;41;48; 0
47;47;47;50;47;47;47;50;49;49;49;52;52;52;52;52;58;58;58;58;58;60;60;60;60;60; 0
54;54;54;59;57;57;57;59;57;57;57;59;53;53;53;59;49;46;46;46;49;47;42;42;42;47; 0
51;51;51;53;52;52;52;53;54;54;54;56;57;57;57;56;60;61;61;61;60;59;60;60;60;59; 0
60;60;60;58;59;59;59;58;57;57;57;56;48;48;48;56;41;37;37;37;41;39;36;36;36;39; 0
52;52;52;54;55;55;55;54;56;56;56;56;59;59;59;56;61;63;63;63;61;61;62;62;62;61; 0
51;51;51;54;52;52;52;54;53;53;53;55;55;55;55;55;59;60;60;60;59;59;61;61;61;59; 0
58;58;58;57;58;58;58;57;59;59;59;58;60;60;60;58;57;60;60;60;57;57;60;60;60;57; 0
50;50;50;51;50;50;50;51;51;51;51;53;52;52;52;53;58;57;57;57;58;59;59;59;59;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
38;38;38;37;36;36;36;37;37;37;37;40;42;42;42;40;52;54;54;54;52;55;60;60;60;55; 0
44;44;44;50;47;47;47;50;48;48;48;52;49;49;49;52;59;55;55;55;59;59;57;57;57;59; 0
51;51;51;50;52;52;52;50;53;53;53;52;59;59;59;52;56;62;62;62;56;55;59;59;59;55; 0
42;42;42;48;44;44;44;48;45;45;45;49;46;46;46;49;59;55;55;55;59;60;59;59;59;60; 0
46;46;46;51;48;48;48;51;47;47;47;53;48;48;48;53;59;54;54;54;59;60;59;59;59;60; 0
42;42;42;38;40;40;40;38;41;41;41;42;47;47;47;42;51;56;56;56;51;53;60;60;60;53; 0
45;45;45;54;51;51;51;54;53;53;53;57;54;54;54;57;61;58;58;58;61;60;57;57;57;60; 0
53;53;53;57;56;56;56;57;58;58;58;59;59;59;59;59;55;55;55;55;55;53;49;49;49;53; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
44;44;44;50;46;46;46;50;48;48;48;51;50;50;50;51;59;56;56;56;59;59;58;58;58;59; 0
55;55;55;59;58;58;58;59;58;58;58;60;58;58;58;60;57;55;55;55;57;56;51;51;51;56; 0
56;56;56;57;58;58;58;57;58;58;58;58;57;57;57;58;55;54;54;54;55;55;50;50;50;55; 0
52;52;52;55;56;56;56;55;58;58;58;57;58;58;58;57;54;54;54;54;54;53;48;48;48;53; 0
58;58;58;58;58;58;58;58;54;54;54;56;47;47;47;56;42;35;35;35;42;40;32;32;32;40; 0
39;39;39;38;37;37;37;38;38;38;38;40;41;41;41;40;51;52;52;52;51;54;59;59;59;54; 0
42;42;42;41;41;41;41;41;42;42;42;43;45;45;45;43;52;54;54;54;52;54;59;59;59;54; 0
55;55;55;60;58;58;58;60;59;59;59;58;52;52;52;58;43;40;40;40;43;40;34;34;34;40; 0
50;50;50;51;50;50;50;51;51;51;51;53;54;54;54;53;58;59;59;59;58;59;59;59;59;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;60
59;59;59;55;57;57;57;55;54;54;54;52;46;46;46;52;37;33;33;33;37;35;31;31;31;35; 0
52;52;52;55;53;53;53;55;54;54;54;57;55;55;55;57;60;59;59;59;60;60;60;60;60;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;60
58;58;58;58;58;58;58;58;57;57;57;56;51;51;51;56;44;41;41;41;44;42;38;38;38;42; 0
58;58;58;59;58;58;58;59;57;57;57;59;52;52;52;59;46;42;42;42;46;43;37;37;37;43; 0
54;54;54;56;56;56;56;56;57;57;57;58;59;59;59;58;57;58;58;58;57;56;56;56;56;56; 0
52;52;52;57;55;55;55;57;57;57;57;59;58;58;58;59;59;57;57;57;59;59;56;56;56;59; 0
58;58;58;59;60;60;60;59;60;60;60;58;59;59;59;58;54;54;54;54;54;53;50;50;50;53; 0
42;42;42;42;42;42;42;42;43;43;43;44;45;45;45;44;52;53;53;53;52;54;58;58;58;54; 0
39;39;39;33;36;36;36;33;36;36;36;36;42;42;42;36;47;53;53;53;47;50;58;58;58;50; 0
50;50;50;49;49;49;49;49;50;50;50;50;53;53;53;50;55;58;58;58;55;56;61;61;61;56; 0
47;47;47;54;51;51;51;54;53;53;53;56;53;53;53;56;58;57;57;57;58;58;57;57;57;58; 0
54;54;54;58;56;56;56;58;58;58;58;58;58;58;58;58;57;58;58;58;57;57;55;55;55;57; 0
53;53;53;57;56;56;56;57;58;58;58;56;55;55;55;56;44;45;45;45;44;42;37;37;37;42; 0
59;59;59;55;57;57;57;55;56;56;56;54;50;50;50;54;40;39;39;39;40;39;37;37;37;39; 0
54;54;54;60;57;57;57;60;56;56;56;58;48;48;48;58;45;38;38;38;45;42;34;34;34;42; 0
46;46;46;53;50;50;50;53;53;53;53;55;55;55;55;55;59;57;57;57;59;58;56;56;56;58; 0
55;55;55;60;59;59;59;60;59;59;59;59;53;53;53;59;48;44;44;44;48;46;40;40;40;46; 0
58;58;58;59;58;58;58;59;57;57;57;59;53;53;53;59;51;47;47;47;51;50;44;44;44;50; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;60
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;60
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;60
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;60
57;57;57;59;58;58;58;59;57;57;57;58;51;51;51;58;46;42;42;42;46;44;39;39;39;44; 0
56;56;56;60;59;59;59;60;59;59;59;58;50;50;50;58;42;37;37;37;42;40;31;31;31;40; 0
56;56;56;60;58;58;58;60;57;57;57;59;51;51;51;59;48;41;41;41;48;45;38;38;38;45; 0
38;38;38;37;36;36;36;37;37;37;37;39;41;41;41;39;52;52;52;52;52;55;58;58;58;55; 0
58;58;58;52;54;54;54;52;51;51;51;50;43;43;43;50;35;34;34;34;35;34;36;36;36;34; 0
55;55;55;60;59;59;59;60;59;59;59;59;54;54;54;59;47;43;43;43;47;44;35;35;35;44; 0
54;54;54;57;57;57;57;57;58;58;58;58;59;59;59;58;58;59;59;59;58;59;57;57;57;59; 0
